vendor_code,vendor_name,city_id,business_line,grade
5zlkwl,پیتزا کمپانی,1,Restaurant,C
533kzz,فست فود و سوخاری خانواده جوان (تهرانپارس غربی 4),2,Restaurant,Not Enough Comments
2336w3,فست فود کولاک,2,Restaurant,Not Enough Comments
577wgk,فست فود بوم بابا,2,Restaurant,Not Enough Comments
2nklgm,پیتزا ساندویچ قدردان,1,Restaurant,C
2x7xp3,پروتئین ام پی,2,Meat Shop,Not Enough Comments
53w6z5,نوشین,1,Restaurant,C
5r97g7,نان سنگک هستی شعبه یک,2,Bakery,C
5xgzx1,کافه کتاب جایی دیگر,2,Cafe,Not Enough Comments
2plyw2,فست فود دایی جون,1,Restaurant,Not Enough Comments
2kll9x,فست فود آقای سرآشپز,2,Restaurant,Not Enough Comments
5zlmw9,هایپر مارکت میوه کشاورز,2,Fruit Shop,Not Enough Comments
2ymgx6,تافتون دشت بهشت,2,Bakery,C
21w4z2,دهکده پروتئین ماه جان ,1,Meat Shop,Not Enough Comments
561wx2,فست فود دایی جواد,5,Restaurant,Not Enough Comments
5lyzr2,فست فود لیپک,5,Restaurant,Not Enough Comments
29nmnk,آبمیوه بستنی منگو,2,Ice Cream and Juice Shop,Not Enough Comments
56996w,تهیه غذای دایی,2,Restaurant,Not Enough Comments
5lz9zx,آسمان ,2,Bakery,C
2w1w6r,کافه حافظا,2,Cafe,Not Enough Comments
58l7r5,کافه کباب ماهور,1,Restaurant,Not Enough Comments
2w3yr6,نان سپید,2,Pastry,Not Enough Comments
2z44gp,قهوه توپه,2,Cafe,C
533wg4,کافه باراد,2,Cafe,C
5kn1g2,فست فود لاوا,1,Restaurant,Not Enough Comments
5p8177,آدلی کافه (مرزداران),2,Cafe,C
5y9yw5,فست فود پسر بزرگ,1,Restaurant,Not Enough Comments
533z8g,فلفل قرمز (رودکی),2,Restaurant,Not Enough Comments
2lwgr7,"بربری و سنگک سبوس دار ""مقدم""",2,Bakery,Not Enough Comments
24nyxz,چیکن کیلویی,2,Restaurant,Not Enough Comments
2nlpnr,کبابی سروری,2,Restaurant,Not Enough Comments
21y4w7,میوه صادق,2,Fruit Shop,C
5743n2,کافه بُن اپتی,1,Cafe,Not Enough Comments
2669x9,قهوه پیرامید,1,Cafe,Not Enough Comments
2k6kxx,هایپر میوه سبز,2,Fruit Shop,C
2my4wl,غذای خانگی شهرزاد ,2,Restaurant,Not Enough Comments
5nkkoy,سبزی خرد کنی ریحانه شعبه مرکزی,2,Fruit Shop,C
5g73gx,سوپرمیوه قصر,2,Fruit Shop,C
56979r,پروتئين خانه گوشت ,2,Meat Shop,Not Enough Comments
24711k,نانوایی مرجانی,2,Bakery,Not Enough Comments
5k369z,فست فود گودوچی,2,Restaurant,Not Enough Comments
231pwz,کافه رستوران بردوتی,2,Cafe,Not Enough Comments
5wzpy2,رستوران سنتی حاجی بابا,5,Restaurant,Not Enough Comments
5kmpr5,بیرون بر فونیکس,5,Restaurant,Not Enough Comments
5mmzzx,پروتئین لینو,2,Meat Shop,C
2r96n9,سیبری‌ ویچ ,1,Restaurant,Not Enough Comments
5w3orm,کافه کایزن,2,Cafe,Not Enough Comments
2nl9z4,سوپر پروتئین آندره ,2,Meat Shop,C
2x784r,نان و شیرینی اولدوز (کاندید),2,Pastry,C
58p3nz,نان و شیرینی گاتا,2,Pastry,C
298k45,بستنی سعدی,5,Ice Cream and Juice Shop,Not Enough Comments
233p8m,نان و شیرینی فلوریا,2,Pastry,C
2kloxl,شیرینی پدیده,2,Pastry,C
5ymkk5,قهوه دهکده,1,Cafe,Not Enough Comments
5x7g7w,فست فود دلینا,2,Restaurant,C
5kpw82,سوپر میوه خاص,1,Fruit Shop,Not Enough Comments
5gxx1x,ماهی و میگو وحدت,5,Meat Shop,Not Enough Comments
2kl6p8,آش و حلیم باستان,2,Restaurant,C
5r1o62,سیب مز (شعبه قدوسی),5,Restaurant,Not Enough Comments
233rw1,معجون سرای پیروزی,1,Ice Cream and Juice Shop,Not Enough Comments
59xy1w,نارسی,2,Restaurant,C
2lwx4w,مطبخ چلو ملو,2,Restaurant,C
5g7ox8,جزیره ,2,Restaurant,C
5p8gp8,فست فود مانی,2,Restaurant,Not Enough Comments
231m3o,سرزمین سوخاری (الوند),2,Restaurant,C
2k3o76,شیرینی کیان,5,Pastry,Not Enough Comments
2w13y6,تهیه غذای بایرام پاشا,2,Restaurant,C
2zk3gg,کباب و حلیم الغدیر بهار ,2,Restaurant,C
2k1yl2,رستوران نوید,1,Restaurant,Not Enough Comments
2kl336,دربار,1,Restaurant,Not Enough Comments
2xgm67,ژول (غذای سالم و رژیمی),2,Restaurant,C
547py8,آل آجیل زرین,1,Pastry,Not Enough Comments
29o7r2,فست فود شکم کده,1,Restaurant,Not Enough Comments
5o3wln,کترینگ هاشمیان,2,Restaurant,C
2lpol2,کترینگ دهقانی,1,Restaurant,Not Enough Comments
2r6ggw,کافه هیمه,2,Cafe,Not Enough Comments
2kmw62,کافه ماریا,5,Cafe,Not Enough Comments
2g9ppm,ویتامینه دایی,2,Ice Cream and Juice Shop,Not Enough Comments
5zkylp,پیتزا هات (اندرزگو),2,Restaurant,C
2rwpr1,آژمان,2,Ice Cream and Juice Shop,Not Enough Comments
5wllw2,قنادی لاله,1,Pastry,Not Enough Comments
2r6z8w,فست فود هایدا (پاسداران),2,Restaurant,C
5p3w9g,کافه رن,2,Cafe,Not Enough Comments
2lzzmk,کترینگ محمد ,2,Restaurant,C
2xgyx1,فست فود پلاکارت,2,Restaurant,C
5mmm88,شهر فلافل بیروت ,2,Restaurant,C
2lzrxr,رستوران کیا,2,Restaurant,Not Enough Comments
2mmm8z,کترینگ گلدن,2,Restaurant,C
2xg6km,فست‌ فود پرهام ,2,Restaurant,Not Enough Comments
5473km,کافه کاژه,2,Cafe,Not Enough Comments
29x9wz,آبمیوه پاپایا,1,Ice Cream and Juice Shop,Not Enough Comments
58pr6l,کترینگ نون ,2,Restaurant,C
5gxwwm,کافه رستوران سهم صبح,2,Restaurant,Not Enough Comments
2p39x7,رستوران فریدون,2,Restaurant,C
5my8m4,کافه اکت,2,Cafe,Not Enough Comments
5ypr62,کاوا کافه,5,Cafe,Not Enough Comments
2974x2,بیرون بر آذربایجان (شعبه 1),5,Restaurant,Not Enough Comments
2gx4p1,آبمیوه بستنی خرم,2,Ice Cream and Juice Shop,Not Enough Comments
294xym,پیتزا پیتزا ,2,Restaurant,C
5g9x1o,فست فود مددی,2,Restaurant,C
561xl2,فست فود ژاو,5,Restaurant,Not Enough Comments
5ox61l,کبابخانه سنتی نارمک,2,Restaurant,C
2zk9zw,فدک,2,Restaurant,C
21yxl4,رستوران خودمونی,2,Restaurant,Not Enough Comments
274g95,تهیه غذای شاه کباب,1,Restaurant,Not Enough Comments
5kll7g,خوشنام,2,Restaurant,C
2o13g7,کبابی حاجی بابا,2,Restaurant,C
533p97,میوه فروشی برادران ,2,Fruit Shop,Not Enough Comments
2w1ox1,آبمیوه و بستنی توچال (شریعتی),2,Ice Cream and Juice Shop,Not Enough Comments
284mo2,فست فود لیلی,1,Restaurant,Not Enough Comments
53w8y5,فست فود و پاچینی مزه پزه,5,Restaurant,Not Enough Comments
5mylng,آبمیوه طبیعی سلامت,2,Ice Cream and Juice Shop,Not Enough Comments
294po8,آشپزخانه صوفی,2,Restaurant,C
2ogrl2,جگرکی کبابی میثم,1,Restaurant,Not Enough Comments
5w1zn9,بمب اژدر زاپاتا ,2,Restaurant,C
28k84w,طباخی طلوع,2,Restaurant,C
2x4716,غذای اصیل ایرانی ملک,2,Restaurant,C
286kwn,فست فود بام سوخاری ,2,Restaurant,C
21ywnk,کترینگ رستوران بزرگان,2,Restaurant,Not Enough Comments
5p8zx7,کترینگ مِسچی,2,Restaurant,Not Enough Comments
2n38m5,آشپزخانه و بیرون بر کریمی,5,Restaurant,Not Enough Comments
21y6o9,خانواده قهوه استلا (شعبه مطهری),2,Cafe,Not Enough Comments
5gn832,پروتئین بیف سیتی,1,Meat Shop,Not Enough Comments
28kl45,آبمیوه بستنی بهار نارنج,1,Ice Cream and Juice Shop,Not Enough Comments
2nk6mx,مصی برگر,2,Restaurant,C
58pyo7,کترینگ ایران,2,Restaurant,Not Enough Comments
5plkx5,فست فود تنور,1,Restaurant,Not Enough Comments
29nxky,رستوران علی,2,Restaurant,Not Enough Comments
2mywwx,کافه صبحانه ساباط,1,Restaurant,Not Enough Comments
59x98z,کافه پالیزی,2,Cafe,Not Enough Comments
2ox63l,فست فود آرویج,2,Restaurant,Not Enough Comments
2yo63w,دیاکو,2,Restaurant,C
5rz9m5,کیان مرغ ممتاز 1,5,Meat Shop,Not Enough Comments
5r9693,تهیه  غذای  طهران,2,Restaurant,C
5kklx5,فست فود عابدین زاده (کامیاب),1,Restaurant,Not Enough Comments
5m9w45,بیرون بر شهرزاد,5,Restaurant,Not Enough Comments
566g8l,سرای کباب گلپایگانی,2,Restaurant,C
2oxp4o,رستوران قاشق طلایی لاله زار,2,Restaurant,C
2mmlol,دیزی تندوری (زعفرانیه),2,Restaurant,C
269k89,فست فود پرپل,2,Restaurant,C
5k349k,رستوران شاهپسند آریا,2,Restaurant,C
27m1nw,کباب بناب کبابچی,2,Restaurant,C
2zxop2,هایپر پروتئین پوریا,5,Meat Shop,Not Enough Comments
2p87k6,رستوران والا,1,Restaurant,Not Enough Comments
2y4g45,کترینگ خراسانی ,1,Restaurant,Not Enough Comments
59x9rz,کترینگ کباب و حلیم گلبرگ ,2,Restaurant,Not Enough Comments
269l44,فست فود ناردینو,2,Restaurant,C
2r641x,کترینگ شهیر,2,Restaurant,Not Enough Comments
5p3917,قنادی صبوری,1,Pastry,Not Enough Comments
5k6718,فست فود هفت,2,Restaurant,C
5gxoo6,فست فود بوراک,2,Restaurant,C
57m446,آجیل و خشکبار تحفه ,2,Pastry,Not Enough Comments
2my4nk,کافه رستوران ده صحرا,2,Restaurant,Not Enough Comments
2k66m9,تهیه غذای ایرونی,2,Restaurant,C
59pnp2,فست فود دولپی (مشهد),1,Restaurant,Not Enough Comments
2r61pr,پیتزا آهو,2,Restaurant,C
57mym6,کترینگ ایران زمین,2,Restaurant,C
547w7k,موسيو ژامبون,2,Restaurant,Not Enough Comments
51o1wp,لقمه بار,2,Restaurant,C
5g8zp2,پروتئین کوروش(پیروزی),1,Meat Shop,Not Enough Comments
2my9xx,کترینگ ریحون,2,Restaurant,C
5zklw4,آریو برزن,2,Restaurant,Not Enough Comments
5k6311,چارچیز نیاوران,2,Restaurant,C
57wmy5,فالوده بستنی بوفالو(شعبه2),5,Ice Cream and Juice Shop,Not Enough Comments
2my93z,مامان جون (بلوار فردوس),2,Restaurant,C
2gxp78,سوپر میوه باتیس,2,Fruit Shop,Not Enough Comments
5w7wol,کاج بناب,2,Restaurant,C
5lz4zp,کبابی پارس,2,Restaurant,C
5zkn4y,آجیل و خشکبار سایمان,2,Pastry,Not Enough Comments
24np86,کترینگ مهران ,2,Restaurant,C
29441k,تهیه غذای امین نسا ,2,Restaurant,C
2p8ogl,تهیه غذای دست پخت ,2,Restaurant,C
24xo72,میوه تعاون مختاری,1,Fruit Shop,Not Enough Comments
5r9z4k,ساندویج خونه اژدر زاپاتا,2,Restaurant,C
2rww95,بار سرد و گرم کارمانیا,1,Ice Cream and Juice Shop,Not Enough Comments
59xwon,آبمیوه بستنی آراز,2,Ice Cream and Juice Shop,C
2yo6w9,فست فود چیزی لاو,2,Restaurant,C
5w3n13,رستوران ملل توتیا,2,Restaurant,C
5p894x,کبابی گلپایگان,2,Restaurant,C
233own,رام پروتئین ,2,Meat Shop,Not Enough Comments
2yo9pp,کبابخانه صبا,2,Restaurant,Not Enough Comments
59x7n6,فست فود هفت چنار (فاطمی),2,Restaurant,C
544ry5,فست فود مسعود لقمه,1,Restaurant,Not Enough Comments
5lz8z3,سوپر میوه برکت,2,Fruit Shop,C
5r6lx9, میوه تره بار آبیدر,2,Fruit Shop,Not Enough Comments
5klx38,نان تافتون پرواز,2,Bakery,Not Enough Comments
5l83x5,شیک شادی,1,Cafe,Not Enough Comments
2oprz5,مطبخ شکم الملوک ,2,Restaurant,C
5w6gk2,کباب گلپایگانی فرهنگ شهر ,5,Restaurant,C
23krp2,پروتئین ژاو,1,Meat Shop,C
594382,گوشت فردوسی,1,Meat Shop,Not Enough Comments
57xwo2,پیتزا رایکا,1,Restaurant,C
2yg9y2,کافه سجاد,1,Cafe,Not Enough Comments
2pwxm5,پروتئین علیرضا ,1,Meat Shop,Not Enough Comments
5w3w9n,پیتزا ۱×۲,1,Restaurant,Not Enough Comments
231p86,آبمیوه بستنی رامین ,2,Ice Cream and Juice Shop,Not Enough Comments
268p92,وردنه سه ساندویچ,5,Restaurant,C
23znyp,قنادی رها,2,Pastry,Not Enough Comments
5k3k7r,نانوایی سرخه,2,Bakery,Not Enough Comments
5myk61,کباب بناب آیلار آذربایجان,2,Restaurant,C
2r6r4y,فست و فود روبانو,2,Restaurant,Not Enough Comments
5667p4,پروتئین مرکزی ۱۱۰,2,Meat Shop,C
2k3n3y,جاست سالاد (سالم و رژیمی),2,Restaurant,C
2nlno6,کترینگ شیراک,2,Restaurant,C
531kwn,نان ستارخان (صادقیه),2,Bakery,C
2y3l32,کبابسرای سادات,1,Restaurant,C
571pr5,کافی تامین,1,Cafe,C
54n11p,رستوران آوانا,2,Restaurant,Not Enough Comments
2l6zp2,کافه فست فود کُد,5,Restaurant,Not Enough Comments
577x8n,کاکتوس,2,Restaurant,C
566ypx,فست فود سان ویچ,2,Restaurant,Not Enough Comments
2rp772,کافه تراپی ,1,Cafe,Not Enough Comments
58pnyn,چیمنی پلاس,2,Cafe,Not Enough Comments
547zgn,تهیه غذای باران,2,Restaurant,Not Enough Comments
2nlw88,فلافلی علی,2,Restaurant,Not Enough Comments
54ngz3,جگرکی سعید ,2,Restaurant,C
5rp3w5,اغذیه رویال,1,Restaurant,Not Enough Comments
5x7gzl,رستوران اعتماد ,2,Restaurant,C
2gxzzr,طباخی پارک وی,2,Restaurant,C
5wkxx5,آبمیوه بستنی هشتگ,1,Ice Cream and Juice Shop,Not Enough Comments
5y4kw2,رستوران رفاقت,1,Restaurant,Not Enough Comments
2lwln8,فست فود طبرستان پلاس,2,Restaurant,C
5o3n9n,شیرینی و آجیل قائم,2,Pastry,C
59nxzy,کباب زغالی ملت,2,Restaurant,C
54n3o3,آبمیوه بستنی ننه آقا (شعبه هفت حوض),2,Ice Cream and Juice Shop,Not Enough Comments
28pzmz,پیتزا کلبه ,2,Restaurant,C
2kxlp5,فست فود استاد سرآشپز,1,Restaurant,Not Enough Comments
231yg4,فست فود تورین,2,Restaurant,C
547p38,فست فود هایدا (هروی),2,Restaurant,C
269w13,مجتمع نان پسران علی,2,Bakery,C
5r9pko,ترنانه,2,Restaurant,C
5myplm,فست فود حس خوب ,2,Restaurant,C
21or67,کافه لاوا,5,Cafe,Not Enough Comments
5zlxym,خانه پنیر پرچک,2,Cafe,Not Enough Comments
5g9wyy,نانوایی گلستان ,2,Bakery,C
5xgx94,ساندویچ بهاران (یوسف آباد),2,Restaurant,C
5k3p8r,کافه ملو,2,Cafe,Not Enough Comments
2kl399,فست فود ویژه امیر,2,Restaurant,C
5gx1on,آبمیوه بستنی بلوبری (جردن),2,Ice Cream and Juice Shop,C
2nknx1,میوه فروشی شادی,2,Fruit Shop,C
54npl1,سهیل برگر,2,Restaurant,Not Enough Comments
2xkl15,خشکبار کاج,5,Pastry,Not Enough Comments
5zlwpx,قهوه تی,2,Cafe,Not Enough Comments
5gx463,کافه کلبه فندق ,2,Cafe,Not Enough Comments
277xx6,فردجوان,2,Restaurant,Not Enough Comments
21kzz2,کافه زبرا,1,Cafe,Not Enough Comments
2rnl42,آبمیوه بستنی حاج خلیفه,1,Ice Cream and Juice Shop,Not Enough Comments
2lz33m,رستوران ایتالیایی مورانو,2,Restaurant,C
2x7rwx,سبزیجات ارگانیک مرگانی,2,Fruit Shop,C
2r64x9,کافه یونیکورن ,2,Cafe,Not Enough Comments
2773k1,کافه ووید,2,Cafe,C
5klmmg,میوه ثارالله,2,Fruit Shop,C
2mwwn2,کترینگ نون و نمک ایرانی,1,Restaurant,Not Enough Comments
2nl7lk,اغذیه کاکو شیرازی,2,Restaurant,C
5xw932,لمون,1,Ice Cream and Juice Shop,Not Enough Comments
5n3m72,باربیکیو زندیه,5,Restaurant,C
5oxorz,کباب سرای بهشت,2,Restaurant,C
54wnl2,جگرکی کوثر,1,Restaurant,C
2r9wn8,قهوه الی(شعبه کوهک),2,Cafe,C
5w39yz,نان و شیرینی ندا,2,Pastry,Not Enough Comments
26rrw2,میوه سرای دایی علی,1,Fruit Shop,Not Enough Comments
2z3335,کباب مجید ,1,Restaurant,Not Enough Comments
5xgn9o,رستوران کلبه فندق ,2,Restaurant,Not Enough Comments
29xmog,میوه فروشی حاجی ارزونی,2,Fruit Shop,C
56ko62,فست فود کنج,1,Restaurant,C
5my3lo,کباب سرای تک گلپایگان,2,Restaurant,C
2r9g76,نان سنگک حافظیه ,2,Bakery,Not Enough Comments
5w3zz8,کاسبرگ,2,Restaurant,Not Enough Comments
2x4gr2,کافه تایم,1,Cafe,Not Enough Comments
5g7xn9,فست فود زعفران,2,Restaurant,Not Enough Comments
28pnzx,جگر سرای کاج,2,Restaurant,Not Enough Comments
58k4rw, رستوران فدک,2,Restaurant,Not Enough Comments
2gx3r4,قهوه نماهنگ,1,Cafe,Not Enough Comments
5314w9,رستوران طهران الف,2,Restaurant,C
233o7w,کافه ایندرا,2,Cafe,C
5y9115,فست فود مسعود,1,Restaurant,C
2o3n33,سبزی کده ریحون,2,Fruit Shop,C
5ogwy5,کافی شاپ اتللو,1,Cafe,Not Enough Comments
24w7l5,فست فود ال چیکو,1,Restaurant,Not Enough Comments
2p89kg,کافه لته لند,2,Cafe,Not Enough Comments
5nxxp5,چلو کبابی حسینی,1,Restaurant,C
59xzp4,رستوران ایرانی گل مریم,2,Restaurant,C
2kl87w,شوالیه,2,Restaurant,Not Enough Comments
5zlwk7,اسکوپ لند,2,Ice Cream and Juice Shop,Not Enough Comments
2713p2,ساندویچ و برگر باگت,1,Restaurant,Not Enough Comments
2yolop,پروتئین ژاو ,1,Meat Shop,C
5zk6oy,آبمیوه بستنی نارنج,2,Ice Cream and Juice Shop,Not Enough Comments
2rpxw2,هایپر گوشت مشهد,1,Meat Shop,C
2oxmzz,نان و شیرینی پارسا ,2,Pastry,C
5x78xr,کافه ابری,2,Cafe,Not Enough Comments
21kol3,کترینگ آرمان,1,Restaurant,Not Enough Comments
29xwl9,آدلی کافه (شهران),2,Cafe,Not Enough Comments
5lw8r6,پروتئین یاس,2,Meat Shop,Not Enough Comments
547nz4,نان مجید,1,Bakery,Not Enough Comments
21yz16,پروتئین بلوط تهرانپارس,2,Meat Shop,Not Enough Comments
59xpl4,نان لواش قبا,2,Bakery,Not Enough Comments
5p6x65,فست فود رز خونه,1,Restaurant,C
2446m2,رستوران خانی ,1,Restaurant,C
26689y,تهیه غذای شاکر,2,Restaurant,Not Enough Comments
2xgmoz,کبابی بوعلی,2,Restaurant,Not Enough Comments
231w9w,رستوران و کباب بریان خواجو,2,Restaurant,C
53zo12,کافه فایو ,1,Cafe,Not Enough Comments
266wzo,شیرینی لادن طلایی ,2,Pastry,C
51yw4k,کافه مینی جوی,2,Cafe,C
59x7gg,كافه لايت ,2,Cafe,C
233pyo,سوپر پروتئین نگین ,2,Meat Shop,Not Enough Comments
2w3n73,سالادبار آلفا,5,Restaurant,Not Enough Comments
566pg7,هایپر میوه هروی ,2,Fruit Shop,C
5331kn,غذاکده چوبین,2,Restaurant,Not Enough Comments
5r96p3,رستوران ایتالیایی رومانا (سون سنتر),2,Restaurant,C
547lo2,میوه سرای فیروزه,1,Fruit Shop,Not Enough Comments
2k3wlk,بیفالو,2,Restaurant,Not Enough Comments
533k88,سوسیس و کالباس آندره,2,Meat Shop,C
5lwn63,کترینگ پارسیان ,2,Restaurant,C
599pn5,کافه وی(وگاس سابق),5,Cafe,Not Enough Comments
29no1m,پروتئین رافائل ,2,Meat Shop,Not Enough Comments
2lp7y2,پیتزا شاهان(شعبه3),1,Restaurant,C
2x49n2,کترینگ و غذای آماده رحیمی,1,Restaurant,Not Enough Comments
5pk182,کافه هنر کار ,1,Cafe,Not Enough Comments
586r75,کباب مختاری,1,Restaurant,C
21k362,کترینگ وغذای آماده ژیوار,1,Restaurant,Not Enough Comments
5k3wkp,دولپی (صادقیه),2,Restaurant,C
54n3gg,کافه دارا,2,Cafe,C
5oozg5,کافه ری,5,Cafe,Not Enough Comments
24no6l,دلبر باقلواسی,2,Pastry,C
21ykxr,کباب ساطوری سنتی بناب آذربایجان,2,Restaurant,C
231w41,پیتزا ناپولیتن پوسار ,2,Restaurant,C
5r6lk1,شیرینی بهارستان,2,Pastry,Not Enough Comments
5mlrm2,بیرون بر نایب,5,Restaurant,C
2xgngk,رستوران دوقلوها,2,Restaurant,C
2my673,پیتزا یمک,2,Restaurant,C
28wk75,فست فود مانلی,1,Restaurant,Not Enough Comments
24nkrn,دلیشز,2,Restaurant,C
2y4445,پیتزا ساندویچ مونا,1,Restaurant,C
2myrl9,سوخاری کیلویی نوک طلا ,2,Restaurant,Not Enough Comments
2zlrok,تهیه غذا بهشت (دولت) ,2,Restaurant,Not Enough Comments
2nlw66,فلفل قرمز امیر اتابک سابق (وراوینی),2,Restaurant,C
2r9w9w,فست فود سارا ,2,Restaurant,Not Enough Comments
5xp965,میوه تربار و سبزیجات خورد شده فرزاد,5,Fruit Shop,Not Enough Comments
5lzmoy,فست فود پروفسور,2,Restaurant,Not Enough Comments
5xgyz1,آشکده یارما,2,Restaurant,Not Enough Comments
2y4r35,فست فود باروس,1,Restaurant,Not Enough Comments
5zlpmm,طباخی کاج (ملاصدرا),2,Restaurant,Not Enough Comments
5k39wl,سرزمین سوخاری شعبه دولت,2,Restaurant,C
58r145,قصر یخی ,1,Ice Cream and Juice Shop,Not Enough Comments
5gww85,سلام پیتزا,1,Restaurant,C
24ml35,بیرون‌بر یوتاب,5,Restaurant,Not Enough Comments
5p8l89,فست فود پیشوک,2,Restaurant,Not Enough Comments
2p843m,آبمیوه بستنی انرژی مثبت,2,Ice Cream and Juice Shop,C
5w1x99,رها پروتئین,2,Meat Shop,C
5rw112,ساندویچ سرد 100 مزه,1,Restaurant,Not Enough Comments
21k992,آبمیوه بستنی غدیر و قادر,1,Ice Cream and Juice Shop,Not Enough Comments
2p8lx3,فست فود نوبهار 1,2,Restaurant,C
2zl31x, آدلی نان ( مرزداران),2,Pastry,C
5gprz2,کباب آويشن,1,Restaurant,Not Enough Comments
2778kp, فست فود ممل برگر,2,Restaurant,C
564665,کترینگ و آشپزخانه سید,1,Restaurant,Not Enough Comments
5nl711,کافئین کافه,2,Cafe,Not Enough Comments
24n39g,کباب بناب کاج شریعتی (شعبه حسینیه ارشاد),2,Restaurant,C
5zmgn2,بستنی سنتی رز تبریز,1,Ice Cream and Juice Shop,C
5m4rg2,کباب بناب آذربایجان ,5,Restaurant,Not Enough Comments
5nlgg7,فست فود چیستا,2,Restaurant,Not Enough Comments
5gxpo8,کیک و شیرینی سرای برکت ,1,Pastry,Not Enough Comments
24wno6,پروتئین لذیذ,5,Meat Shop,C
2zwog5,سوپر میوه ویتامین 30,1,Fruit Shop,Not Enough Comments
5k3wnp,فست فود هاریکا,2,Restaurant,C
58p44z,پروتئین کندو مزه,2,Meat Shop,C
27789w,قهوه لواسانی,2,Cafe,Not Enough Comments
2o1w12,کافه پیتزا سی سیب,1,Restaurant,C
2o3o7o,غذای سالم  دایت باکس,2,Restaurant,Not Enough Comments
2849m2,کباب ترکی رضا,1,Restaurant,Not Enough Comments
5nrnp5,شاندیز روما,2,Restaurant,Not Enough Comments
5ym4ky,قهوه الی (شعبه شهرک راه آهن-شعبه یک),2,Cafe,Not Enough Comments
268r32,سی کافه,5,Cafe,Not Enough Comments
277wrx,کافه صبحانه هاریکا,2,Cafe,Not Enough Comments
2m7mr2,فست فود تنو,1,Restaurant,Not Enough Comments
5yx692,کترینگ و غذای آماده موسوی,1,Restaurant,Not Enough Comments
24nzlw,تهیه غذای اریمان,2,Restaurant,C
21loy5,فست فود کنجد,1,Restaurant,C
2zl176,فلافل مروی,2,Restaurant,C
2r4op2,فست فود شبهای آبادان,5,Restaurant,Not Enough Comments
2r688l,ساندویچ بهاران (شریعتی),2,Restaurant,C
2339zk,شیرینی سرای ایستی بال,2,Pastry,C
2mmy1o,پیتزا ساندویچ پروفسور,2,Restaurant,C
5k36pz,سوپر گوشت طهران,1,Meat Shop,Not Enough Comments
5l7mg2,آبمیوه ماهور,1,Ice Cream and Juice Shop,Not Enough Comments
2gxo8o,فلافل تک ,2,Restaurant,C
2kwow2,فست فود بوبان,1,Restaurant,Not Enough Comments
58kwy6,کترینگ نگین ازگل,2,Restaurant,C
2yono7,آیم کافه,2,Cafe,Not Enough Comments
5444m5,فست فود جام جم,1,Restaurant,Not Enough Comments
5gp692,فست فود مزه ذغالی,1,Restaurant,Not Enough Comments
5317ow,آبمیوه بستنی شاهو پلاس (شیراز جنوبی),2,Ice Cream and Juice Shop,C
2o4wl5,کافه اینسو,5,Cafe,Not Enough Comments
598ny2,آش درویش (شعبه2),5,Restaurant,Not Enough Comments
21ooz6,برگر بیف پالاس - هرگز فعال نشود,2,Restaurant,C
2p8ynl,خانه برگر ملل,2,Restaurant,Not Enough Comments
5wzmy2,فست فود زیگ,5,Restaurant,C
24nwmg,چلوکبابی گلپایگانی,2,Restaurant,C
2lw46o,کافه آنژ ,2,Cafe,Not Enough Comments
51xyr2,مجموعه غذایی قلوه طلا,5,Restaurant,C
2ox8gw,کباب لقمه سلمان گلی,1,Restaurant,C
2mylg3,کافه قنادی آنا,2,Pastry,Not Enough Comments
59x337,فست ویچ,2,Restaurant,C
53zlo2,کترینگ زعفرانیه (قاضی طباطبایی),1,Restaurant,C
278xy5,کافه فست فود آریان,5,Cafe,Not Enough Comments
2oor42,فست فود جنوب,5,Restaurant,Not Enough Comments
5nknrm,سرزمین سوخاری چیکات,1,Restaurant,C
5r6g61,کافه پونه,2,Cafe,C
2k667r,نانوک (چهاردیواری),2,Restaurant,Not Enough Comments
59pl12,فست فود آتش بار,1,Restaurant,C
5k36wm,کترینگ آرون,2,Restaurant,C
5nl4r6,راد فود,2,Restaurant,Not Enough Comments
53zrl2,چلو کباب چرب دو آتیشه,1,Restaurant,C
2o7l92,آبمیوه بستنی داریوش,1,Ice Cream and Juice Shop,Not Enough Comments
286op2,بستنی سنتی رادکان,1,Ice Cream and Juice Shop,Not Enough Comments
5lpxk5,سوپر میوه صادقیان,1,Fruit Shop,C
29xm1p,سوپر پروتئین زمرد ,2,Meat Shop,Not Enough Comments
573lz5,فردوسی (خلبانان),5,Restaurant,Not Enough Comments
2o33yn,رافابس,2,Restaurant,Not Enough Comments
5wlkr2,سوپر میوه قصر میوه,1,Fruit Shop,Not Enough Comments
2mk1k2,رستوران مهر,1,Restaurant,Not Enough Comments
2x76mg,های وگن,2,Restaurant,Not Enough Comments
5yoz9w,کباب سرای پاسارگاد ,2,Restaurant,C
2mm4ly,سوسیس و کالباس هدایت ,2,Meat Shop,Not Enough Comments
5kl3w9,آش و حلیم بهار,2,Restaurant,C
293w82,فست فود دیوان,1,Restaurant,C
5z4k9p,سوخاری کده خانم حنا,2,Restaurant,Not Enough Comments
26wxk5,فست فود پالیز,1,Restaurant,Not Enough Comments
2oxng9,سوپر میوه گل سنگ,2,Fruit Shop,Not Enough Comments
58k6lm,سوپر کنتاکی,2,Restaurant,Not Enough Comments
54nglr,کبابی شیخ بهایی,2,Restaurant,C
5o7g65,شارو برگر,1,Restaurant,Not Enough Comments
