vendor_code,vendor_name,city_id,business_line,grade
2p3997,ساندويچ مارکت ,2,Restaurant,Not Enough Comments
5ymygz,کباب بناب,2,Restaurant,Not Enough Comments
5k3kn6,فست فود کندوک,2,Restaurant,A+
2o39nl,سرای سنتی حاج رضا,2,Restaurant,Not Enough Comments
29nl9k,کافه رستوران آمه,2,Restaurant,Not Enough Comments
21ylll,ماه و مهر,2,Restaurant,A+
5w1rn1,کترینگ شهربانو (شهرآرا),2,Restaurant,A+
2zkzk7,رستوران گیلکی رونیکا ,2,Restaurant,Not Enough Comments
2lz4x3,رستوران معید,2,Restaurant,A+
2p3zor,ملک خاتون,2,Restaurant,Not Enough Comments
566zlw,فست فود تاملی وان,2,Restaurant,A+
5xgyxn,پروتئین رامین,2,Meat Shop,A+
5r941l,کترینگ آفتاب,1,Restaurant,A+
5w11m1,خانه املت,2,Restaurant,Not Enough Comments
21y887,فست فود امیر ,2,Restaurant,Not Enough Comments
5g9on9,رستوران کوکب,2,Restaurant,Not Enough Comments
21y69m,کافه آفر ,2,Cafe,A+
2mynol,دیزی سرای شکوه,2,Restaurant,Not Enough Comments
2x7gmr,مزه خانه,2,Restaurant,Not Enough Comments
2mmwom,فست فود روحی,2,Restaurant,Not Enough Comments
5nxxgm,علیهان,2,Restaurant,Not Enough Comments
51yn69,غذا سرای شیراز (سید خندان),2,Restaurant,A+
2kl1n6,تنورک(چات برگر) شعبه اختیاریه,2,Restaurant,Not Enough Comments
2p8xmn,شاندیز(جردن),2,Restaurant,A+
57momz,بیت بایت,2,Restaurant,Not Enough Comments
5847o5,فست فود فرنو,1,Restaurant,A+
5zkx99,نایت فل,2,Restaurant,Not Enough Comments
58pzn3,رستوران محسن,2,Restaurant,A+
5nx6pl,دیزی سرای خیام,2,Restaurant,Not Enough Comments
233xrz,چی ویچ,2,Restaurant,Not Enough Comments
594xgx,فست فود تایماز ,2,Restaurant,Not Enough Comments
5nlrmo,چایخانه حیدریون,2,Restaurant,Not Enough Comments
2317o7,فیلیپر اصلی,2,Restaurant,A+
2ymn3w,کباب حلیم نیشابوری ,2,Restaurant,Not Enough Comments
23znop,مطبخ مادرانه,2,Restaurant,Not Enough Comments
51m965,رستوران تاج محل,1,Restaurant,A+
533z6r,رستوران امانیه,2,Restaurant,A+
23z1py,برگرموون,2,Restaurant,Not Enough Comments
54713k,سوخاری چی دا,2,Restaurant,Not Enough Comments
21o3x8,پیتزا سوخاری پاپا ,2,Restaurant,Not Enough Comments
233979,فست فود جزر و مد,2,Restaurant,Not Enough Comments
5p8lk7,کافه لوی (اطلس مال),2,Cafe,A+
2nz7w2,فست فود نوژان,1,Restaurant,A+
2lw7m8,ساندویچ بولکی,2,Restaurant,A+
5ymn8w,جوجه کباب لاوندر,2,Restaurant,Not Enough Comments
5n7162,شیرینی گیلاس,1,Pastry,A+
2k31x4,شیرینی تینا,2,Pastry,A+
5nl14l,جزیره سوخاری(حذف گردد),2,Restaurant,Not Enough Comments
571779,هارپی,2,Restaurant,Not Enough Comments
269m6g,کترینگ شف ,2,Restaurant,Not Enough Comments
51y6k9,چلو دیگی,2,Restaurant,A+
594xnz,رستوران کارن,2,Restaurant,Not Enough Comments
2my1px,کباب حلیم و آشکده نارنج ,2,Restaurant,A+
53zkgm,سفره خانه کیمیا,2,Restaurant,Not Enough Comments
547pmk,آش و حلیم حاج بهرام شعبه 3,2,Restaurant,Not Enough Comments
21ogkz,نان خراسانی اقبال,2,Bakery,A+
5lzy3o,شاورما سلخ,2,Restaurant,Not Enough Comments
2ym6k2,آبمیوه سیب (احمد آباد),1,Ice Cream and Juice Shop,A+
2nkxx4,کترینگ سلام,2,Restaurant,Not Enough Comments
21o761,دیزی سرای حبیب,2,Restaurant,Not Enough Comments
59ngpo,کافه رستوران پاسیو,1,Restaurant,A+
533x1p,کترینگ هور,2,Restaurant,Not Enough Comments
2717y9,پارسا چیکن,2,Restaurant,Not Enough Comments
2mmkz3,نارنج,2,Restaurant,Not Enough Comments
58opr2,فالوده بستنی بوفالو,5,Ice Cream and Juice Shop,A+
2oxwg6,رستوران سنتی آفاق,2,Restaurant,A+
5g9xl1,سیرو,2,Restaurant,Not Enough Comments
2mky9n,فست فود لئون,2,Restaurant,Not Enough Comments
27mkmp,کبابخانه نان و ریحان,2,Restaurant,Not Enough Comments
59n1zn,بارگو,2,Restaurant,Not Enough Comments
5nl1g8,فست فود وی ویچ,2,Restaurant,Not Enough Comments
56rnm7,آشپزخانه کته,2,Restaurant,Not Enough Comments
21y3ww,پیتزا مادربزرگ,2,Restaurant,A+
27mn9n,کاهو,2,Restaurant,Not Enough Comments
5x6ow5,حشمت کباب,1,Restaurant,A+
569xnl,سبک زندگی,2,Restaurant,Not Enough Comments
566w7l,تهدیگ,2,Restaurant,A+
5gxo96,قهوه سیتو,2,Cafe,A+
5x47g4,آشکده پدر,2,Restaurant,Not Enough Comments
5lwnxp,پیتزا علاالدین (اختیاریه) ,2,Restaurant,A+
2nkg4n,مونتویچ,2,Restaurant,Not Enough Comments
5g9y6l,چیبو,2,Restaurant,Not Enough Comments
5zyxk2,فست فود ویژه تهران,1,Restaurant,A+
2mkmww,گریل چی,2,Restaurant,Not Enough Comments
28p86p,پیتزا پارسا,2,Restaurant,A+
2k3469,فست فود و پاچینی دورهمی ,5,Restaurant,A+
5g774o,سوخاری کیلویی پولک,2,Restaurant,Not Enough Comments
5zlw7p,آبمیوه بستنی کاکتوس ( عمو مهدی ) ,2,Ice Cream and Juice Shop,A+
2ym987,برگر جوان,2,Restaurant,Not Enough Comments
2lz1w9,نیک,2,Restaurant,Not Enough Comments
5w74m7,خوشپزخانه,2,Restaurant,Not Enough Comments
2g8145,فست فود آنچَت,5,Restaurant,A+
58ko74,فمیلی,2,Restaurant,Not Enough Comments
2gx7yn,مرغ سوخاری چیکن اند مور,2,Restaurant,A+
23mzy2,کافه 404,5,Cafe,A+
2p8g4p,حلیم سرای بال,2,Restaurant,A+
2lz78y,ژیسو,2,Restaurant,Not Enough Comments
28p7x8,کترینگ کاکتوس,1,Restaurant,A+
51onp3,رستوران هانی غزل,2,Restaurant,Not Enough Comments
247lo1,رستوران کابوک ,2,Restaurant,Not Enough Comments
533omw,کته کباب شازده,2,Restaurant,Not Enough Comments
24wnnm,کایوتی,2,Restaurant,Not Enough Comments
23znwp,کترینگ بریو ,2,Restaurant,Not Enough Comments
266lzp,سوپ چی,2,Restaurant,A+
5nxl6w,فلافل سلف سرویس مامانجون,2,Restaurant,Not Enough Comments
2w1plz,چی تراوا ,2,Restaurant,Not Enough Comments
2o3kn1,فست فود کارو,2,Restaurant,Not Enough Comments
21oppz,شانت فود,2,Restaurant,Not Enough Comments
247z9l,کباب سرای یاس ,2,Restaurant,Not Enough Comments
26rnx7,غذای رژیمی ورزشی اکسیر,2,Restaurant,Not Enough Comments
2mm686,کترینگ سرو ,2,Restaurant,Not Enough Comments
2gxm9x,پروتئین فرمو گاندی,2,Meat Shop,A+
28pgz1,حاج ماشاالله,2,Restaurant,A+
2klowl,کافه رستوران یاسین (شعبه صادقیه),2,Restaurant,Not Enough Comments
2314n9,آش علی بابا,2,Restaurant,A+
51ynnz,کازابار,2,Restaurant,A+
2ymp74,مک فود ,2,Restaurant,Not Enough Comments
2mmmg6,کباب لولی خان عمو (سهروردی),2,Restaurant,Not Enough Comments
21olwk,تهیه غذای برکت,2,Restaurant,Not Enough Comments
298w35,پروتئینی دهکده,5,Meat Shop,A+
2x78po,پیتزا ژاوا,2,Restaurant,Not Enough Comments
2w74rk,داگات برگر,2,Restaurant,Not Enough Comments
2lzngk,ایران بریان,2,Restaurant,Not Enough Comments
58pn1n,فست فود معرکه,2,Restaurant,Not Enough Comments
598z42,میوه و تره بار جهاد,5,Fruit Shop,A+
2y4myr,کبابی عدالت ,2,Restaurant,Not Enough Comments
233znp,مامان جون,2,Restaurant,Not Enough Comments
27mnpx,کیجی,2,Restaurant,Not Enough Comments
5r998n,کباب و حلیم سورنا,2,Restaurant,Not Enough Comments
5r9zn3,رستوران باغی,2,Restaurant,Not Enough Comments
5x7kwz,پیتزا پارتی,2,Restaurant,Not Enough Comments
2w3wxn,تهیه غذا قائم (جنت آباد),2,Restaurant,A+
2zkomy,مطبخ برادران,2,Restaurant,Not Enough Comments
51yl71,کته دیگ (پرستار),2,Restaurant,A+
5yg3g5,مجموعه غذایی بهشت (تکراری),1,Restaurant,A+
2o11p8,سوخاری پولک شعبه نارمک,2,Restaurant,Not Enough Comments
5mmno4,برگرویچ دهقان,2,Restaurant,Not Enough Comments
5mm696,هات داگ تنوری حلال,2,Restaurant,Not Enough Comments
2g944m,جهان تاج,2,Restaurant,Not Enough Comments
2nxk71,آق بابا,2,Restaurant,Not Enough Comments
23z96g,رستوران سعید,2,Restaurant,Not Enough Comments
233wn8,فست فود کیلویی مرغ همسایه,2,Restaurant,Not Enough Comments
28kzgn,سوخاری لزون ,2,Restaurant,Not Enough Comments
2ymzrm,فست فود باباکیلویی (شعبه جنت آباد),2,Restaurant,Not Enough Comments
5g9kn6,کترینگ تاریخانه,2,Restaurant,Not Enough Comments
5o8kg2,نان فانتزی پروین,1,Bakery,A+
266l1p,رستوران عرشیا سپهر دنیا,2,Restaurant,A+
547z7o,کافه نان کاندید (زرین),2,Pastry,A+
5mm179,آلفا برگر,2,Restaurant,Not Enough Comments
5k3p7m,تهیه غذای سهیل,2,Restaurant,A+
2mm8p8,سون سوخاری,2,Restaurant,Not Enough Comments
5k34zg,رضا لقمه,2,Restaurant,A+
5lz6z4,اوستا برگر,2,Restaurant,Not Enough Comments
58k4or,پیتزا اردلان,2,Restaurant,Not Enough Comments
2yo37r,مرغ سوخاری چیکن باکس,2,Restaurant,A+
58pgxg,آبمیوه محمد,2,Ice Cream and Juice Shop,A+
29x8mx,کافه رستوران ریوو,2,Restaurant,Not Enough Comments
277lm7,حلیم و آش حاج مهدی (پونک),2,Restaurant,A+
5rw974,اغذیه غازاریان,2,Restaurant,Not Enough Comments
29xgly,آبمیوه بستنی چیلک ,2,Ice Cream and Juice Shop,A+
2lzwg1,سوپر میوه کمال,2,Fruit Shop,A+
5mmkrp,کانتر,2,Restaurant,Not Enough Comments
269g96,مرغ سوخاری مژده,2,Restaurant,Not Enough Comments
2p8r3o,ابریشمی ,5,Restaurant,A+
5o3p7l,کافه عمارت شاهان,2,Restaurant,Not Enough Comments
27m8ll,رستوران گل محمدی,2,Restaurant,Not Enough Comments
533xpg,دادلی,2,Restaurant,Not Enough Comments
533g9n,کترینگ رژیمی کوچ,2,Restaurant,Not Enough Comments
2r96w3,رستوران پیام,2,Restaurant,Not Enough Comments
2k6837,فست فود الیستا,2,Restaurant,A+
2w1x19,رستوران بمب کباب,2,Restaurant,Not Enough Comments
2o9312,پیتزا شاهان(شعبه1),1,Restaurant,A+
21o17o,کافه فست فود فودتایم,2,Restaurant,Not Enough Comments
21k934,رستوران اصل کوروش,2,Restaurant,Not Enough Comments
5wozx5,مجتمع نان و شیرینی سون,5,Pastry,A+
2r6pog,شیرینی جشنواره,2,Pastry,A+
2r6zl1,دارچین,2,Restaurant,Not Enough Comments
2r9911,جگرکی سلطان بزرگراه,2,Restaurant,Not Enough Comments
5x7zyw,لاله زار,2,Restaurant,Not Enough Comments
5x4glp,رستوران آذربایجان ,2,Restaurant,Not Enough Comments
5lw7wp,غذای ایرانی سنبل,2,Restaurant,A+
59xg1n,تهیه غذا مسجد نبی,2,Restaurant,A+
59n1wn,سودافروت,2,Fruit Shop,A+
2z8382,مجتمع نان گل گندم,1,Bakery,B
2zk7y8,تهیه غذای ریحون,2,Restaurant,Not Enough Comments
2zkz7p,طعم کده هیزم,2,Restaurant,Not Enough Comments
28lnw2,کافی شاپ عبداللهی,1,Cafe,B
566nrg,میوه سرای نیکان,1,Fruit Shop,B
2gxkp4,ته چین پل,2,Restaurant,Not Enough Comments
5r9n4z,کترینگ میم,2,Restaurant,Not Enough Comments
5338xm,فست فود هایدا (جردن),2,Restaurant,Not Enough Comments
233l3x,تهیه غذای آدینه,2,Restaurant,Not Enough Comments
2mmz7x,پروتئین بهشت نو ,1,Meat Shop,B
2p3pln,پروتئین احمد,1,Meat Shop,B
2myl7p,تاکو سوخاری,2,Restaurant,Not Enough Comments
2myynr,قنادی پایا,1,Pastry,B
2p3k73,شاه چلوکبابی حاج غلامعلی,2,Restaurant,Not Enough Comments
5mm63o,آرش برگر,1,Restaurant,B
2mkk7m,ساندویچ سرد پروویچ پرو,1,Restaurant,B
2ymlwr,کافه پیراشکی(شعبه سجاد),1,Restaurant,B
2r9oop,پلوتونیوم,2,Restaurant,Not Enough Comments
2ym6zm,فست فود نارمک,1,Restaurant,B
54wwzr,رویال لبنان,1,Restaurant,B
54npww,آقای خروس,2,Restaurant,Not Enough Comments
2lzw1w,کافه کینگ فود,2,Restaurant,Not Enough Comments
5ym636,سی جی,2,Restaurant,Not Enough Comments
5mkygg,کباب و حلیم خیام ,2,Restaurant,Not Enough Comments
5nk7gz,لقمه کباب باتو,2,Restaurant,Not Enough Comments
546yn5,پیتزا فول مون,1,Restaurant,B
231xgn,سوخاری کیلویی مستر جیکوب,2,Restaurant,Not Enough Comments
5lwy3n,ساندویچ سرد گلبرگ,1,Restaurant,B
26y1n5,لذت کباب سعید,1,Restaurant,B
5o3rpn,خانه پیتزا,1,Restaurant,B
5nk1lm,پیمو,2,Restaurant,Not Enough Comments
2479po,رستوران بشارت,2,Restaurant,Not Enough Comments
51ko3r,سید,2,Restaurant,Not Enough Comments
5y44g8,پیتزا پارس,2,Restaurant,Not Enough Comments
5nkr3z,ایران,2,Restaurant,Not Enough Comments
269rw4,کبابسرای باصفا,2,Restaurant,Not Enough Comments
2p3wyg,سوخاری کیلویی پانی,2,Restaurant,Not Enough Comments
2z9w45,کترینگ سالاری,1,Restaurant,B
2ym686,کترینگ نگین پخت,2,Restaurant,Not Enough Comments
533r9w,طباخی نامجو,2,Restaurant,Not Enough Comments
5mmn4n,کافه رستوران ف,2,Restaurant,Not Enough Comments
58pllo,رستوران مجلل فاخر,2,Restaurant,Not Enough Comments
58kzon,کافه رستوران پرنسا,2,Restaurant,Not Enough Comments
5zo7m2,رستوران خیمه,1,Restaurant,B
5pwz32,فلافل و اغذیه برزیل,1,Restaurant,B
5x7k17,کافه رستوران محیط لانژ,2,Restaurant,Not Enough Comments
28k19y,کافه رستوران خورشید خانوم,2,Restaurant,Not Enough Comments
5xk8n2,کافه املت آقا سید,1,Restaurant,B
269m7y,کبابی سنتی گلپایگانی نبرد,2,Restaurant,Not Enough Comments
2zk61y,کافه فست فود کندر,2,Restaurant,Not Enough Comments
5w1lk4,کلبه شهریار,2,Restaurant,Not Enough Comments
5mmw8o,پیتزا بهنود,2,Restaurant,Not Enough Comments
5w16zw,فست فود داغ,2,Restaurant,Not Enough Comments
531gor,دانژه ,1,Restaurant,B
27m844,اژدر زاپاتا قباد,2,Restaurant,Not Enough Comments
2p39r8,کیلوویچ,2,Restaurant,Not Enough Comments
5k19z5,رستوران کارون ,1,Restaurant,B
2r68ry,نسیم لبنان ,1,Restaurant,B
59n471,دیزی سرای کیان,2,Restaurant,Not Enough Comments
27m9ym,کافه ریک,2,Restaurant,Not Enough Comments
5471x9,پیتزا جهان,2,Restaurant,Not Enough Comments
233kr6,بشقاب مزه,2,Restaurant,Not Enough Comments
5rp8r5,رستوران عمارت,1,Restaurant,B
21o39y,مایسا,2,Restaurant,Not Enough Comments
57mwg8,بوی گندم,2,Restaurant,Not Enough Comments
2lw911,بمب ویچ ,1,Restaurant,B
569go8,کافه رستوران لارنا,2,Restaurant,Not Enough Comments
2ymzwp,کافه رستوران آلما ,2,Restaurant,Not Enough Comments
54wnk1,طباخی پونک,2,Restaurant,Not Enough Comments
5xoz82,فست فود کامبادن,1,Restaurant,B
569o9y,سوخاری پولک,2,Restaurant,Not Enough Comments
531878,رستوران ژ,2,Restaurant,Not Enough Comments
53183z,کافه رستوران خوش ,2,Restaurant,Not Enough Comments
5x4lo5,فست فود پرسنل بشقاب داغ,1,Restaurant,B
2klmok,چلو کباب کشمیری,1,Restaurant,B
2ymrzp,طباخی کامر,2,Restaurant,Not Enough Comments
5gxk6y,کافه رستوران زلاتا,2,Restaurant,Not Enough Comments
59n9o4,هدیک,2,Restaurant,Not Enough Comments
5x76on,فست فود وارش ,2,Restaurant,Not Enough Comments
271or2,آشپزخانه ميلانلویی,1,Restaurant,B
547l96,بریانکده شما,2,Restaurant,Not Enough Comments
2mm9w1,لندو,2,Restaurant,Not Enough Comments
2nz9w2,ساندویچ رستگاری ,1,Restaurant,B
51kylx,کباب آتیشی,2,Restaurant,Not Enough Comments
2698mo,مینی ژامبون تهران ,2,Restaurant,Not Enough Comments
2p8p1y,کترینگ ساسانی,1,Restaurant,B
5g9pyn,فست فود خانگی بهشت,2,Restaurant,Not Enough Comments
2nkny7,کباب سرای سادات ,2,Restaurant,Not Enough Comments
21og66,مزه باز,2,Restaurant,Not Enough Comments
269yg6,بربری گلها,2,Bakery,B
2oxlnx,کترینگ کته چی ,2,Restaurant,Not Enough Comments
2ym3ow,مجتمع نان صولتیان,2,Bakery,B
5nk7p4,نانوای تافتون شاکر,2,Bakery,B
27mw3r,نان سنگک نیایش,2,Bakery,B
5lll36,نانوایی بربری تنوری,2,Bakery,B
5o13z7,نان معصومی ,2,Bakery,B
57mg1k,بربری میثم ,2,Bakery,B
569rx6,فست فود پالیز ,2,Restaurant,Not Enough Comments
5zk39l,خرچنگی برگر,2,Restaurant,Not Enough Comments
5k6l4z,نانوایی بربری انصار,2,Bakery,B
5k6686,رد (کولاچینو),2,Cafe,B
5g9938,والریو,2,Restaurant,Not Enough Comments
2w77n6,یامی ,2,Restaurant,Not Enough Comments
59n8gp,لوچه,2,Restaurant,Not Enough Comments
2g9gyo,فست فود ریحانه,2,Restaurant,Not Enough Comments
5o3371,خانه بولکی,2,Restaurant,Not Enough Comments
269oxz,چاروبیس برگر,2,Restaurant,Not Enough Comments
54wnrm,جوخه,2,Restaurant,Not Enough Comments
2ymg4o,فلافل نسترن ,2,Restaurant,Not Enough Comments
2866pg,فلافل هات داگ فدك,2,Restaurant,Not Enough Comments
58k14k,آدر برگر,2,Restaurant,Not Enough Comments
2p3kn9,موکوکو,2,Cafe,B
569mon,نووا لانژ,2,Restaurant,Not Enough Comments
269lwn,پیتزا پات,2,Restaurant,Not Enough Comments
59nn36,سوخاری کیلویی,2,Restaurant,Not Enough Comments
5g93z7,کافه رستوران ناتور,2,Cafe,B
54nppp,کافه روسو,2,Cafe,B
5478wg,خاتون,2,Fruit Shop,B
29nkm3,شاهان درباری,2,Restaurant,Not Enough Comments
533g3n,سبزی خردکنی پونه,2,Fruit Shop,B
57mplm,کترینگ مهر,2,Restaurant,Not Enough Comments
2yow8l,پروتئین پرهام ,2,Meat Shop,B
5g799m,فست فود جزیره(کرمان),2,Restaurant,Not Enough Comments
5lz3l7,کافه رستوران باژوران,2,Restaurant,Not Enough Comments
5x7gpk,پیتزا لاین,2,Restaurant,Not Enough Comments
28k6w8,صاحبقرانیه,2,Restaurant,Not Enough Comments
5334wz,پروتئین بامزه,2,Meat Shop,B
2mmrx7,کباب لاری ,2,Restaurant,Not Enough Comments
2p38z3,پروتئین پاسداران,2,Meat Shop,B
2x4rrg,کترینگ لیانا (Liana),2,Restaurant,Not Enough Comments
2mmoml,کافه نان کاندید (دردشت),2,Pastry,B
5mmow6,کافه شیرینی ری‌را ,2,Pastry,B
231p9g,آنا کیک,2,Pastry,B
54wn31,کباب نادر,2,Restaurant,Not Enough Comments
533mm9,شوخس,2,Restaurant,Not Enough Comments
5nkyo9,پیتزا فلافل  بیروتی جزیره,2,Restaurant,B
2nk6n7,اژدر زاپاتا پالیزی,2,Restaurant,B
2llwnp,فست فود هایدا (سلسبیل),2,Restaurant,B
2my339,تهیه غذای چاشت پلاس,2,Restaurant,B
5r94ol,فلافل بیروت ,2,Restaurant,B
5nkxz8,کترینگ اصیل پلو,2,Restaurant,B
5nk38y,هالین,2,Restaurant,Not Enough Comments
56r6w8,طعمی نو,2,Restaurant,Not Enough Comments
566xrz,چلو کبابی حامد,2,Restaurant,Not Enough Comments
56rwnw,نیکی,2,Restaurant,Not Enough Comments
5ym4r1,کترینگ خانومی,2,Restaurant,Not Enough Comments
269pzg,پیکاسو,2,Restaurant,Not Enough Comments
5nkgmk,کترینگ مجلل,2,Restaurant,Not Enough Comments
21o6mr,فست فود هایدا (امام زاده حسن),2,Restaurant,B
566814,طباخی ملل,2,Restaurant,B
5k3klr,رستوران تراس لانژ ( شعبه چیتگر ) ,2,Restaurant,B
28plzk,افرا,2,Restaurant,B
5g9ygz,سوخاری کیلویی دل پسند ۱۶۹,2,Restaurant,Not Enough Comments
2ymx6g,چیکنتاکی,2,Restaurant,Not Enough Comments
21o613,فلافل داعلی,2,Restaurant,Not Enough Comments
2mm1y1,تهیه غذای مطبخ خونه,2,Restaurant,Not Enough Comments
26999w,کافه رستوران عمارت قاجاری (پاسداران),2,Restaurant,B
5o34yy,الماس,2,Restaurant,Not Enough Comments
5klxg1,فست‌فود سبحان ,2,Restaurant,B
54n1y1,کترینگ لاوان(میرداماد),2,Restaurant,B
569pnm,یگانه فود فکتوری,2,Restaurant,Not Enough Comments
2693kr,مهدی حامدی,2,Restaurant,Not Enough Comments
21kogr,کافه رستوران روناته,2,Restaurant,Not Enough Comments
21ywgp,رستوران شهریار( ولی عصر),2,Restaurant,B
5o3p4p,فست فود سیب ترد,2,Restaurant,Not Enough Comments
5nxxl7,رستوران واگیو,2,Restaurant,Not Enough Comments
28klp1,ناهید بانو,2,Restaurant,Not Enough Comments
5z44xr,دلژین فود,2,Restaurant,Not Enough Comments
5x7nmx,فست فود آقای رنگو,2,Restaurant,Not Enough Comments
28k47n,کترینگ شیرزاد,2,Restaurant,B
2oxwk9,پیتزا هات (امیر آباد),2,Restaurant,B
231xkx,پیتزا علامت سوال ,2,Restaurant,B
2g91pk,رستوران ترکیه‌ای گريل ببک ,2,Restaurant,Not Enough Comments
53313n,کافه چیلز,2,Restaurant,Not Enough Comments
2zkg1p,فست‌فود اس پی ام ,2,Restaurant,B
21kkp9,پوریا,2,Restaurant,Not Enough Comments
2lz679,بیگ بایت,2,Restaurant,Not Enough Comments
21yr3k,فست فود سوخاریست,2,Restaurant,Not Enough Comments
5g9owl,بیروت جزیره,2,Restaurant,Not Enough Comments
247w3z,داناک برگر,2,Restaurant,B
569oo4,طباخی شب های تهران,2,Restaurant,B
269n8x,صاحب الزمان,2,Restaurant,B
2nk4oo,غذای خانگی نیرا,2,Restaurant,B
5zknw1,برگر ذغالی ماتکا,2,Restaurant,B
2478lr,اکبر کبابی,2,Restaurant,B
2klnr4,ایران ایتالیا ,2,Restaurant,B
29n8n6, کبابی تک لقمه,2,Restaurant,Not Enough Comments
5w1r7z,آشکده پایتخت,2,Restaurant,Not Enough Comments
2ym73o,کبابی حاج یعقوب,2,Restaurant,Not Enough Comments
23zzkn,ته دیگ,2,Restaurant,B
5p338y,پیتزا برگر ماهو,2,Restaurant,Not Enough Comments
5zknrz,کباب ایراندوست,2,Restaurant,Not Enough Comments
2k3g11,غذای خانگی ریحون,2,Restaurant,Not Enough Comments
2ymrgm,زرین,2,Restaurant,B
5lz9or,رستوران مقیت ,2,Restaurant,Not Enough Comments
2334g6,فلافل پیتزا پیامبر,2,Restaurant,B
5w1469,همبرلند,2,Restaurant,Not Enough Comments
5x4ryy,کافه رادیکال,2,Restaurant,Not Enough Comments
21o89w,رستوران هتل بهار,2,Restaurant,B
5x74gg,فست فود بیست ,2,Restaurant,B
2o3kg1,بوفالو برگر,2,Restaurant,Not Enough Comments
5ymx3y,تهران کباب,2,Restaurant,B
277rgp,فست فود ترخون,2,Restaurant,B
533rn7,سالسا,2,Restaurant,B
2ymlzo,آرین,2,Restaurant,Not Enough Comments
2r9g46,واتا برگر,2,Restaurant,Not Enough Comments
269zop,کافه رستوران سپه,2,Restaurant,Not Enough Comments
5nkl1p,آدلیا,2,Restaurant,B
2kl6l7,بلوکازا (گلستان),2,Restaurant,Not Enough Comments
2kl8yz,تهیه غذا و کترینگ فرهنگیان,2,Restaurant,Not Enough Comments
5r9yyl,روسو بیسترو,2,Restaurant,B
51kynk,کباب حلیم بهاران,2,Restaurant,B
5p6r3w,کترینگ پیازچه,2,Restaurant,B
54ww4r,بمب ویژه اژدر زاپاتا,2,Restaurant,Not Enough Comments
59n4gw,گاتام,2,Restaurant,Not Enough Comments
2k6lxm,آشپزخانه زااگ,2,Restaurant,Not Enough Comments
2lz6w4,کترینگ مهدیس ,2,Restaurant,Not Enough Comments
5z4kyk,کترینگ بچه محل,2,Restaurant,B
5p3gol,تهیه غذا عمو رحمت ,2,Restaurant,B
51or3y,میلان,2,Restaurant,Not Enough Comments
5lz483,اکبرجوجه کره پز,2,Restaurant,B
5g93ln,فست فود مستر کیوان,2,Restaurant,Not Enough Comments
2zkkxw,تهیه غذای زعفرانیه,2,Restaurant,B
27mkr1,خومونی,2,Restaurant,Not Enough Comments
5r67yo,مای میت (گوشت من),2,Meat Shop,B
51ym41,رستوران پاستا باکس,2,Restaurant,B
566yml, علافود,2,Restaurant,Not Enough Comments
2w1w9k,گودبرگر,2,Restaurant,B
59n76y,فست فود سلماس,2,Restaurant,Not Enough Comments
531mzo,آش و حلیم مرشد,2,Restaurant,B
2lwm93,فست فود پاتوق شمرون,2,Restaurant,Not Enough Comments
5o19yn,صفا,2,Restaurant,Not Enough Comments
5nly37,کبابی برادران گلپایگانی ,2,Restaurant,Not Enough Comments
2x7lgy,خانه غذای زرینه,2,Restaurant,Not Enough Comments
2k6lrr,فست فود هایدا (تهران نو),2,Restaurant,Not Enough Comments
2xgwnl,فست فود ژيكاسو,2,Restaurant,B
26r9zx,فست فود کوچه,2,Restaurant,Not Enough Comments
5k39l1,فست فود کولاک ,2,Restaurant,B
2p36rx,اغذیه شاخ,2,Restaurant,Not Enough Comments
5gxr8y,دنی ویچ,2,Restaurant,B
2mmll6,پیتزا برگر فنو,2,Restaurant,Not Enough Comments
2g9rmw,آزینا,2,Restaurant,Not Enough Comments
5w189x,پیتزا مهدی,2,Restaurant,Not Enough Comments
2rw61o,کافه رستوران آنی فود ,2,Restaurant,Not Enough Comments
53z9pr,سوخاری فراید چیکن,2,Restaurant,Not Enough Comments
2nk7w8,ساندویچی جمشید,2,Restaurant,Not Enough Comments
59nl69,کترینگ نشاط ,2,Restaurant,Not Enough Comments
2714w1,فست فود سمیر,2,Restaurant,Not Enough Comments
2o3ywm,کافه رستوران عربی مضیف حاج عبدالله,2,Restaurant,Not Enough Comments
2mm8gz,نایت میتینگ,2,Restaurant,Not Enough Comments
2mkglr,رستوران دریم,2,Restaurant,Not Enough Comments
2gxk9p,رستوران Vip بهاران,2,Restaurant,B
5x77zn,بندری باز,2,Restaurant,Not Enough Comments
2ymy16,سین ب ,2,Restaurant,Not Enough Comments
2oxzyy,هایپر پروتئین ایران ,2,Meat Shop,B
2669r7,کترینگ طوسی ,1,Restaurant,B
5866y4,دیزی سرای اکبر,2,Restaurant,Not Enough Comments
5k3k9n,فست فود شعله,2,Restaurant,B
5lzx3p,تاتلی ایده,2,Restaurant,Not Enough Comments
5klzzg,طهران بریان,2,Restaurant,Not Enough Comments
247lmp,مونا صبحانه,2,Restaurant,Not Enough Comments
547knx,فست فود شاور (پونک),2,Restaurant,Not Enough Comments
294nml,کافه بستنی کارامل,2,Ice Cream and Juice Shop,B
28k7l4,پرنده های آبی,2,Restaurant,Not Enough Comments
59ny34,جگرکی دل ایران,2,Restaurant,Not Enough Comments
51ypy8,آنیل,2,Restaurant,Not Enough Comments
2my6y3,فست فود سوژین,2,Restaurant,B
2694o1,سنگکی باغ صبا,2,Bakery,B
